,0
27232,go
27233,stop
27234,stop
27235,no
27236,go
27237,stop
27238,stop
27239,yes
27240,off
27241,on
27242,up
27243,up
27244,yes
27245,go
27246,left
27247,stop
27248,go
27249,up
27250,stop
27251,up
27252,up
27253,down
27254,left
27255,stop
27256,down
27257,down
27258,right
27259,right
27260,left
27261,go
27262,right
27263,right
27264,off
27265,right
27266,go
27267,yes
27268,right
27269,go
27270,no
27271,up
27272,go
27273,right
27274,on
27275,off
27276,on
27277,yes
27278,up
27279,stop
27280,up
27281,right
27282,right
27283,off
27284,up
27285,stop
27286,off
27287,yes
27288,right
27289,on
27290,off
27291,down
27292,right
27293,stop
27294,no
27295,off
27296,left
27297,right
27298,yes
27299,left
27300,up
27301,stop
27302,yes
27303,up
27304,up
27305,go
27306,right
27307,yes
27308,off
27309,off
27310,stop
27311,up
27312,go
27313,stop
27314,right
27315,on
27316,up
27317,off
27318,yes
27319,go
27320,up
27321,go
27322,off
27323,no
27324,stop
27325,down
27326,yes
27327,down
27328,off
27329,on
27330,stop
27331,down
27332,stop
27333,up
27334,no
27335,go
27336,right
27337,up
27338,down
27339,no
27340,stop
27341,right
27342,go
27343,go
27344,right
27345,on
27346,off
27347,go
27348,stop
27349,stop
27350,go
27351,stop
27352,left
27353,go
27354,no
27355,on
27356,on
27357,right
27358,right
27359,up
27360,up
27361,no
27362,go
27363,right
27364,left
27365,right
27366,go
27367,left
27368,no
27369,right
27370,go
27371,off
27372,on
27373,no
27374,go
27375,go
27376,go
27377,down
27378,off
27379,go
27380,go
27381,yes
27382,yes
27383,on
27384,up
27385,no
27386,off
27387,no
27388,stop
27389,off
27390,up
27391,go
27392,right
27393,down
27394,left
27395,down
27396,up
27397,right
27398,go
27399,right
27400,left
27401,right
27402,right
27403,go
27404,on
27405,left
27406,up
27407,right
27408,right
27409,right
27410,up
27411,right
27412,right
27413,up
27414,off
27415,right
27416,left
27417,off
27418,go
27419,on
27420,no
27421,up
27422,off
27423,down
27424,off
27425,up
27426,down
27427,stop
27428,right
27429,on
27430,up
27431,up
27432,on
27433,on
27434,yes
27435,up
27436,go
27437,stop
27438,yes
27439,go
27440,stop
27441,on
27442,up
27443,left
27444,stop
27445,yes
27446,up
27447,on
27448,stop
27449,down
27450,go
27451,down
27452,yes
27453,up
27454,go
27455,down
27456,up
27457,left
27458,stop
27459,up
27460,stop
27461,right
27462,yes
27463,yes
27464,up
27465,right
27466,up
27467,on
27468,yes
27469,down
27470,right
27471,stop
27472,on
27473,go
27474,on
27475,on
27476,off
27477,left
27478,right
27479,on
27480,down
27481,down
27482,yes
27483,go
27484,left
27485,left
27486,no
27487,up
27488,stop
27489,stop
27490,go
27491,down
27492,off
27493,up
27494,stop
27495,go
27496,on
27497,go
27498,up
27499,go
27500,go
27501,off
27502,off
27503,left
27504,go
27505,left
27506,stop
27507,yes
27508,down
27509,down
27510,up
27511,off
27512,go
27513,right
27514,down
27515,stop
27516,right
27517,right
27518,on
27519,right
27520,right
27521,off
27522,off
27523,left
27524,left
27525,right
27526,on
27527,yes
27528,right
27529,go
27530,on
27531,up
27532,left
27533,up
27534,go
27535,left
27536,stop
27537,on
27538,no
27539,yes
27540,stop
27541,off
27542,stop
27543,right
27544,yes
27545,off
27546,off
27547,stop
27548,yes
27549,up
27550,go
27551,yes
27552,on
27553,down
27554,stop
27555,off
27556,on
27557,go
27558,left
27559,go
27560,yes
27561,up
27562,no
27563,stop
27564,right
27565,stop
27566,yes
27567,right
27568,right
27569,yes
27570,off
27571,on
27572,go
27573,no
27574,yes
27575,stop
27576,down
27577,go
27578,stop
27579,on
27580,up
27581,up
27582,left
27583,right
27584,go
27585,right
27586,on
27587,up
27588,go
27589,go
27590,down
27591,on
27592,stop
27593,stop
27594,off
27595,on
27596,stop
27597,stop
27598,stop
27599,stop
27600,no
27601,up
27602,down
27603,right
27604,on
27605,up
27606,on
27607,up
27608,go
27609,yes
27610,left
27611,go
27612,stop
27613,on
27614,right
27615,right
27616,right
27617,left
27618,right
27619,right
27620,stop
27621,right
27622,stop
27623,off
27624,yes
27625,stop
27626,stop
27627,yes
27628,go
27629,off
27630,go
27631,yes
27632,on
27633,stop
27634,on
27635,go
27636,up
27637,yes
27638,go
27639,down
27640,on
27641,down
27642,right
27643,up
27644,down
27645,right
27646,yes
27647,up
27648,up
27649,up
27650,go
27651,go
27652,no
27653,stop
27654,no
27655,right
27656,go
27657,on
27658,stop
27659,left
27660,stop
27661,down
27662,go
27663,down
27664,yes
27665,stop
27666,up
27667,on
27668,on
27669,left
27670,right
27671,no
27672,up
27673,stop
27674,up
27675,left
27676,no
27677,yes
27678,stop
27679,up
27680,stop
27681,down
27682,on
27683,right
27684,on
27685,down
27686,no
27687,go
27688,stop
27689,on
27690,on
27691,go
27692,left
27693,right
27694,up
27695,up
27696,stop
27697,left
27698,yes
27699,go
27700,on
27701,right
27702,up
27703,go
27704,left
27705,right
27706,yes
27707,yes
27708,yes
27709,right
27710,on
27711,up
27712,on
27713,stop
27714,left
27715,stop
27716,right
27717,stop
27718,right
27719,no
27720,stop
27721,go
27722,yes
27723,on
27724,off
27725,on
27726,yes
27727,on
27728,up
27729,off
27730,yes
27731,down
27732,stop
27733,off
27734,down
27735,stop
27736,left
27737,no
27738,stop
27739,go
27740,on
27741,go
27742,go
27743,right
27744,yes
27745,right
27746,right
27747,left
27748,on
27749,up
27750,left
27751,up
27752,up
27753,no
27754,down
27755,right
27756,yes
27757,up
27758,yes
27759,right
27760,on
27761,no
27762,up
27763,left
27764,left
27765,off
27766,left
27767,stop
27768,go
27769,yes
27770,up
27771,up
27772,on
27773,go
27774,on
27775,right
27776,stop
27777,off
27778,on
27779,on
27780,down
27781,stop
27782,off
27783,up
27784,yes
27785,down
27786,yes
27787,up
27788,right
27789,down
27790,on
27791,off
27792,left
27793,stop
27794,on
27795,yes
27796,on
27797,go
27798,go
27799,left
27800,stop
27801,left
27802,right
27803,up
27804,down
27805,go
27806,on
27807,no
27808,go
27809,down
27810,no
27811,go
27812,down
27813,stop
27814,on
27815,right
27816,stop
27817,right
27818,down
27819,down
27820,right
27821,left
27822,right
27823,go
27824,yes
27825,yes
27826,left
27827,right
27828,go
27829,right
27830,right
27831,right
27832,stop
27833,yes
27834,up
27835,on
27836,no
27837,stop
27838,right
27839,yes
27840,up
27841,stop
27842,go
27843,up
27844,go
27845,right
27846,up
27847,right
27848,up
27849,go
27850,right
27851,right
27852,yes
27853,off
27854,stop
27855,on
27856,stop
27857,right
27858,off
27859,yes
27860,right
27861,go
27862,off
27863,go
27864,down
27865,go
27866,off
27867,right
27868,left
27869,left
27870,right
27871,go
27872,up
27873,stop
27874,down
27875,on
27876,right
27877,stop
27878,right
27879,go
27880,off
27881,no
27882,up
27883,right
27884,yes
27885,on
27886,yes
27887,up
27888,up
27889,go
27890,go
27891,yes
27892,left
27893,stop
27894,left
27895,down
27896,go
27897,right
27898,right
27899,down
27900,right
27901,on
27902,off
27903,no
27904,no
27905,go
27906,down
27907,off
27908,off
27909,right
27910,on
27911,no
27912,left
27913,off
27914,no
27915,left
27916,go
27917,left
27918,yes
27919,on
27920,stop
27921,off
27922,go
27923,off
27924,go
27925,down
27926,no
27927,on
27928,off
27929,up
27930,on
27931,down
27932,stop
27933,up
27934,right
27935,go
27936,right
27937,up
27938,stop
27939,up
27940,go
27941,go
27942,yes
27943,off
27944,off
27945,go
27946,go
27947,go
27948,right
27949,yes
27950,right
27951,stop
27952,on
27953,down
27954,down
27955,right
27956,go
27957,yes
27958,go
27959,on
27960,down
27961,go
27962,on
27963,up
27964,up
27965,up
27966,no
27967,right
27968,down
27969,yes
27970,yes
27971,up
27972,down
27973,left
27974,left
27975,right
27976,stop
27977,right
27978,off
27979,off
27980,right
27981,right
27982,left
27983,yes
27984,up
27985,right
27986,right
27987,down
27988,down
27989,yes
27990,down
27991,left
27992,right
27993,right
27994,stop
27995,down
27996,on
27997,off
27998,up
27999,right
28000,yes
28001,yes
28002,up
28003,go
28004,right
28005,stop
28006,up
28007,right
28008,right
28009,no
28010,yes
28011,stop
28012,up
28013,right
28014,down
28015,right
28016,on
28017,right
28018,off
28019,down
28020,right
28021,right
28022,stop
28023,stop
28024,up
28025,up
28026,stop
28027,right
28028,go
28029,left
28030,right
28031,right
28032,off
28033,left
28034,on
28035,right
28036,on
28037,yes
28038,no
28039,down
28040,up
28041,down
28042,yes
28043,no
28044,go
28045,on
28046,up
28047,no
28048,off
28049,right
28050,off
28051,right
28052,stop
28053,left
28054,up
28055,up
28056,go
28057,go
28058,down
28059,up
28060,right
28061,stop
28062,stop
28063,right
28064,down
28065,go
28066,left
28067,stop
28068,stop
28069,go
28070,on
28071,right
28072,up
28073,stop
28074,stop
28075,up
28076,left
28077,go
28078,go
28079,yes
28080,yes
28081,down
28082,stop
28083,stop
28084,go
28085,on
28086,on
28087,up
28088,up
28089,right
28090,on
28091,up
28092,stop
28093,yes
28094,off
28095,right
28096,stop
28097,yes
28098,on
28099,left
28100,no
28101,up
28102,down
28103,yes
28104,go
28105,off
28106,go
28107,stop
28108,go
28109,no
28110,on
28111,no
28112,yes
28113,right
28114,up
28115,on
28116,go
28117,right
28118,go
28119,right
28120,on
28121,on
28122,up
28123,up
28124,yes
28125,off
28126,no
28127,down
28128,up
28129,stop
28130,left
28131,stop
28132,off
28133,on
28134,right
28135,go
28136,stop
28137,yes
28138,up
28139,go
28140,up
28141,yes
28142,off
28143,yes
28144,yes
28145,stop
28146,go
28147,down
28148,right
28149,right
28150,no
28151,off
28152,up
28153,right
28154,left
28155,left
28156,left
28157,off
28158,off
28159,right
28160,go
28161,no
28162,right
28163,yes
28164,right
28165,on
28166,yes
28167,yes
28168,off
28169,on
28170,on
28171,go
28172,stop
28173,up
28174,right
28175,left
28176,down
28177,yes
28178,stop
28179,on
28180,up
28181,stop
28182,down
28183,left
28184,on
28185,right
28186,up
28187,go
28188,no
28189,no
28190,go
28191,go
28192,go
28193,down
28194,down
28195,off
28196,left
28197,up
28198,yes
28199,stop
28200,left
28201,go
28202,on
28203,right
28204,yes
28205,on
28206,on
28207,right
28208,yes
28209,yes
28210,stop
28211,yes
28212,go
28213,no
28214,right
28215,no
28216,right
28217,no
28218,up
28219,off
28220,up
28221,go
28222,go
28223,no
28224,stop
28225,stop
28226,yes
28227,yes
28228,yes
28229,no
28230,left
28231,no
28232,yes
28233,go
28234,go
28235,right
28236,off
28237,right
28238,go
28239,right
28240,no
28241,on
28242,go
28243,left
28244,yes
28245,go
28246,right
28247,left
28248,yes
28249,stop
28250,on
28251,no
28252,yes
28253,right
28254,right
28255,on
28256,up
28257,up
28258,no
28259,stop
28260,left
28261,left
28262,up
28263,down
28264,stop
28265,up
28266,up
28267,down
28268,go
28269,up
28270,go
28271,go
28272,no
28273,off
28274,up
28275,on
28276,no
28277,stop
28278,up
28279,up
28280,no
28281,up
28282,right
28283,on
28284,right
28285,no
28286,stop
28287,down
28288,on
28289,on
28290,right
28291,go
28292,down
28293,yes
28294,yes
28295,down
28296,right
28297,right
28298,go
28299,right
28300,on
28301,off
28302,stop
28303,no
28304,yes
28305,up
28306,stop
28307,up
28308,on
28309,stop
28310,stop
28311,right
28312,down
28313,right
28314,on
28315,right
28316,go
28317,on
28318,down
28319,go
28320,no
28321,right
28322,up
28323,right
28324,stop
28325,off
28326,down
28327,right
28328,up
28329,right
28330,right
28331,up
28332,on
28333,go
28334,yes
28335,no
28336,left
28337,go
28338,no
28339,yes
28340,up
28341,right
28342,go
28343,right
28344,go
28345,stop
28346,right
28347,go
28348,yes
28349,right
28350,down
28351,on
28352,on
28353,right
28354,up
28355,yes
28356,up
28357,off
28358,stop
28359,on
28360,yes
28361,right
28362,no
28363,stop
28364,go
28365,up
28366,off
28367,no
28368,yes
28369,stop
28370,right
28371,off
28372,on
28373,right
28374,go
28375,down
28376,no
28377,go
28378,down
28379,stop
28380,yes
28381,stop
28382,left
28383,on
28384,right
28385,go
28386,yes
28387,go
28388,yes
28389,up
28390,left
28391,right
28392,up
28393,stop
28394,stop
28395,stop
28396,right
28397,on
28398,stop
28399,no
28400,go
28401,up
28402,no
28403,stop
28404,go
28405,no
28406,up
28407,off
28408,off
28409,down
28410,right
28411,off
28412,go
28413,down
28414,right
28415,off
28416,left
28417,stop
28418,left
28419,stop
28420,down
28421,right
28422,on
28423,on
28424,left
28425,stop
28426,left
28427,on
28428,right
28429,right
28430,go
28431,on
28432,down
28433,stop
28434,off
28435,go
28436,stop
28437,up
28438,no
28439,down
28440,left
28441,right
28442,up
28443,right
28444,right
28445,go
28446,up
28447,stop
28448,right
28449,yes
28450,right
28451,on
28452,on
28453,go
28454,yes
28455,yes
28456,yes
28457,down
28458,up
28459,on
28460,down
28461,right
28462,yes
28463,right
28464,up
28465,off
28466,yes
28467,down
28468,left
28469,left
28470,stop
28471,yes
28472,yes
28473,right
28474,stop
28475,down
28476,go
28477,no
28478,go
28479,on
28480,down
28481,on
28482,stop
28483,go
28484,down
28485,left
28486,off
28487,no
28488,right
28489,yes
28490,no
28491,yes
28492,right
28493,on
28494,right
28495,off
28496,left
28497,left
28498,left
28499,stop
28500,no
28501,off
28502,down
28503,yes
28504,on
28505,left
28506,up
28507,no
28508,yes
28509,yes
28510,right
28511,up
28512,left
28513,up
28514,up
28515,left
28516,off
28517,yes
28518,right
28519,left
28520,left
28521,off
28522,go
28523,go
28524,up
28525,on
28526,stop
28527,right
28528,left
28529,no
28530,left
28531,on
28532,right
28533,down
28534,left
28535,up
28536,on
28537,up
28538,stop
28539,yes
28540,stop
28541,left
28542,yes
28543,off
28544,on
28545,right
28546,right
28547,down
28548,down
28549,stop
28550,stop
28551,up
28552,go
28553,stop
28554,right
28555,up
28556,on
28557,up
28558,on
28559,yes
28560,up
28561,right
28562,right
28563,off
28564,go
28565,yes
28566,right
28567,left
28568,left
28569,down
28570,on
28571,right
28572,left
28573,yes
28574,left
28575,right
28576,up
28577,stop
28578,left
28579,down
28580,down
28581,stop
28582,left
28583,left
28584,stop
28585,up
28586,right
28587,yes
28588,stop
28589,stop
28590,on
28591,no
28592,left
28593,left
28594,stop
28595,yes
28596,stop
28597,right
28598,up
28599,left
28600,up
28601,right
28602,right
28603,left
28604,stop
28605,down
28606,yes
28607,left
28608,go
28609,no
28610,right
28611,yes
28612,up
28613,up
28614,yes
28615,on
28616,on
28617,right
28618,left
28619,yes
28620,no
28621,stop
28622,on
28623,go
28624,down
28625,yes
28626,left
28627,up
28628,left
28629,stop
28630,yes
28631,right
28632,on
28633,yes
28634,left
28635,stop
28636,yes
28637,right
28638,yes
28639,down
28640,up
28641,right
28642,down
28643,off
28644,up
28645,right
28646,up
28647,down
28648,go
28649,on
28650,right
28651,yes
28652,go
28653,yes
28654,stop
28655,stop
28656,up
28657,no
28658,stop
28659,on
28660,yes
28661,on
28662,stop
28663,left
28664,right
28665,on
28666,go
28667,left
28668,no
28669,yes
28670,off
28671,go
28672,up
28673,stop
28674,left
28675,right
28676,yes
28677,up
28678,down
28679,off
28680,up
28681,yes
28682,no
28683,right
28684,down
28685,up
28686,right
28687,up
28688,right
28689,right
28690,on
28691,down
28692,up
28693,go
28694,right
28695,left
28696,down
28697,right
28698,up
28699,go
28700,on
28701,down
28702,on
28703,left
28704,up
28705,right
28706,left
28707,down
28708,go
28709,right
28710,up
28711,stop
28712,off
28713,yes
28714,stop
28715,stop
28716,go
28717,on
28718,up
28719,off
28720,stop
28721,right
28722,up
28723,stop
28724,yes
28725,down
28726,stop
28727,go
28728,yes
28729,go
28730,yes
28731,left
28732,yes
28733,right
28734,stop
28735,on
28736,go
28737,up
28738,yes
28739,yes
28740,no
28741,go
28742,stop
28743,stop
28744,go
28745,no
28746,stop
28747,yes
28748,on
28749,yes
28750,stop
28751,no
28752,down
28753,go
28754,right
28755,go
28756,stop
28757,right
28758,go
28759,stop
28760,left
28761,right
28762,up
28763,right
28764,stop
28765,down
28766,go
28767,off
28768,yes
28769,right
28770,no
28771,off
28772,up
28773,on
28774,off
28775,on
28776,go
28777,off
28778,off
28779,stop
28780,go
28781,go
28782,stop
28783,right
28784,down
28785,right
28786,off
28787,up
28788,go
28789,no
28790,on
28791,down
28792,yes
28793,stop
28794,right
28795,right
28796,left
28797,go
28798,stop
28799,down
28800,left
28801,on
28802,yes
28803,left
28804,right
28805,yes
28806,yes
28807,up
28808,stop
28809,left
28810,down
28811,stop
28812,go
28813,go
28814,left
28815,stop
28816,go
28817,up
28818,up
28819,up
28820,off
28821,right
28822,stop
28823,yes
28824,go
28825,right
28826,stop
28827,left
28828,right
28829,down
28830,yes
28831,stop
28832,on
28833,yes
28834,right
28835,go
28836,left
28837,on
28838,no
28839,up
28840,no
28841,left
28842,stop
28843,left
28844,stop
28845,left
28846,no
28847,go
28848,up
28849,up
28850,stop
28851,on
28852,on
28853,stop
28854,yes
28855,go
28856,right
28857,right
28858,go
28859,up
28860,stop
28861,on
28862,left
28863,go
28864,go
28865,up
28866,left
28867,right
28868,left
28869,down
28870,yes
28871,go
28872,left
28873,on
28874,right
28875,up
28876,go
28877,no
28878,yes
28879,up
28880,down
28881,yes
28882,on
28883,up
28884,right
28885,go
28886,go
28887,on
28888,down
28889,down
28890,down
28891,down
28892,right
28893,on
28894,go
28895,left
28896,off
28897,go
28898,right
28899,right
28900,yes
28901,yes
28902,down
28903,no
28904,left
28905,right
28906,yes
28907,on
28908,go
28909,up
28910,on
28911,go
28912,on
28913,go
28914,on
28915,up
28916,right
28917,go
28918,on
28919,left
28920,go
28921,stop
28922,stop
28923,right
28924,stop
28925,go
28926,go
28927,up
28928,off
28929,on
28930,left
28931,right
28932,go
28933,down
28934,right
28935,go
28936,up
28937,right
28938,go
28939,off
28940,on
28941,down
28942,left
28943,go
28944,right
28945,stop
28946,stop
28947,no
28948,on
28949,off
28950,up
28951,left
28952,right
28953,down
28954,up
28955,go
28956,right
28957,up
28958,go
28959,no
28960,stop
28961,off
28962,left
28963,up
28964,no
28965,right
28966,yes
28967,off
28968,right
28969,right
28970,up
28971,right
28972,up
28973,yes
28974,yes
28975,off
28976,right
28977,no
28978,no
28979,right
28980,down
28981,up
28982,go
28983,stop
28984,right
28985,right
28986,no
28987,go
28988,on
28989,yes
28990,no
28991,no
28992,go
28993,right
28994,on
28995,right
28996,go
28997,down
28998,down
28999,on
29000,down
29001,on
29002,on
29003,on
29004,left
29005,up
29006,up
29007,down
29008,go
29009,go
29010,off
29011,on
29012,go
29013,right
29014,stop
29015,stop
29016,go
29017,stop
29018,down
29019,stop
29020,stop
29021,go
29022,on
29023,yes
29024,go
29025,left
29026,on
29027,yes
29028,up
29029,yes
29030,right
29031,off
29032,no
29033,yes
29034,yes
29035,on
29036,right
29037,no
29038,down
29039,off
29040,off
29041,no
29042,yes
29043,go
29044,stop
29045,go
29046,left
29047,stop
29048,go
29049,left
29050,right
29051,stop
29052,go
29053,stop
29054,up
29055,no
29056,up
29057,up
29058,go
29059,up
29060,up
29061,up
29062,down
29063,yes
29064,stop
29065,on
29066,stop
29067,yes
29068,right
29069,go
29070,off
29071,yes
29072,yes
29073,stop
29074,left
29075,stop
29076,left
29077,stop
29078,off
29079,down
29080,on
29081,go
29082,on
29083,stop
29084,on
29085,stop
29086,stop
29087,stop
29088,go
29089,yes
29090,go
29091,yes
29092,right
29093,left
29094,off
29095,stop
29096,up
29097,up
29098,up
29099,stop
29100,stop
29101,off
29102,go
29103,stop
29104,go
29105,on
29106,yes
29107,right
29108,down
29109,right
29110,right
29111,right
29112,on
29113,go
29114,go
29115,yes
29116,stop
29117,yes
29118,yes
29119,up
29120,right
29121,yes
29122,off
29123,right
29124,yes
29125,yes
29126,on
29127,go
29128,left
29129,go
29130,go
29131,right
29132,right
29133,stop
29134,right
29135,yes
29136,up
29137,stop
29138,down
29139,down
29140,stop
29141,down
29142,stop
29143,stop
29144,yes
29145,right
29146,up
29147,right
29148,right
29149,stop
29150,yes
29151,left
29152,up
29153,stop
29154,on
29155,yes
29156,up
29157,on
29158,down
29159,stop
29160,go
29161,right
29162,left
29163,left
29164,left
29165,left
29166,stop
29167,stop
29168,right
29169,right
29170,up
29171,off
29172,go
29173,up
29174,up
29175,up
29176,right
29177,on
29178,stop
29179,off
29180,off
29181,stop
29182,right
29183,right
29184,up
29185,right
29186,left
29187,stop
29188,on
29189,on
29190,up
29191,yes
29192,off
29193,down
29194,go
29195,left
29196,on
29197,right
29198,off
29199,on
29200,go
29201,right
29202,stop
29203,down
29204,down
29205,stop
29206,right
29207,down
29208,stop
29209,yes
29210,yes
29211,down
29212,left
29213,go
29214,left
29215,stop
29216,up
29217,on
29218,up
29219,down
29220,right
29221,off
29222,stop
29223,right
29224,stop
29225,yes
29226,up
29227,up
29228,right
29229,yes
29230,down
29231,up
29232,go
29233,no
29234,yes
29235,right
29236,go
29237,stop
29238,right
29239,off
29240,up
29241,yes
29242,up
29243,yes
29244,stop
29245,yes
29246,on
29247,yes
29248,right
29249,down
29250,right
29251,go
29252,on
29253,right
29254,stop
29255,go
29256,go
29257,stop
29258,go
29259,on
29260,go
29261,go
29262,right
29263,up
29264,down
29265,right
29266,off
29267,go
29268,no
29269,yes
29270,yes
29271,stop
29272,no
29273,yes
29274,up
29275,yes
29276,go
29277,go
29278,go
29279,no
29280,left
29281,off
29282,off
29283,go
29284,stop
29285,stop
29286,stop
29287,go
29288,off
29289,on
29290,on
29291,stop
29292,on
29293,yes
29294,left
29295,go
29296,on
29297,up
29298,left
29299,down
29300,stop
29301,left
29302,no
29303,stop
29304,right
29305,right
29306,down
29307,off
29308,on
29309,left
29310,go
29311,right
29312,on
29313,go
29314,no
29315,right
29316,stop
29317,no
29318,on
29319,down
29320,left
29321,up
29322,go
29323,go
29324,go
29325,no
29326,yes
29327,go
29328,go
29329,right
29330,right
29331,stop
29332,off
29333,down
29334,down
29335,yes
29336,stop
29337,right
29338,down
29339,up
29340,go
29341,go
29342,right
29343,yes
29344,go
29345,off
29346,down
29347,go
29348,on
29349,go
29350,go
29351,yes
29352,up
29353,down
29354,right
29355,stop
29356,no
29357,yes
29358,off
29359,up
29360,right
29361,go
29362,up
29363,go
29364,yes
29365,go
29366,left
29367,go
29368,stop
29369,go
29370,go
29371,right
29372,down
29373,yes
29374,no
29375,on
29376,right
29377,left
29378,go
29379,no
29380,yes
29381,stop
29382,down
29383,no
29384,on
29385,go
29386,right
29387,off
29388,up
29389,on
29390,up
29391,up
29392,no
29393,stop
29394,down
29395,right
29396,off
29397,yes
29398,down
29399,right
29400,left
29401,up
29402,right
29403,yes
29404,no
29405,off
29406,right
29407,left
29408,off
29409,stop
29410,up
29411,go
29412,up
29413,down
29414,stop
29415,right
29416,yes
29417,right
29418,go
29419,up
29420,right
29421,up
29422,yes
29423,up
29424,down
29425,on
29426,yes
29427,off
29428,right
29429,go
29430,up
29431,up
29432,up
29433,right
29434,yes
29435,up
29436,go
29437,stop
29438,stop
29439,no
29440,off
29441,up
29442,up
29443,stop
29444,stop
29445,down
29446,off
29447,up
29448,on
29449,up
29450,no
29451,go
29452,stop
29453,down
29454,down
29455,down
29456,off
29457,up
29458,on
29459,up
29460,go
29461,left
29462,no
29463,go
29464,stop
29465,right
29466,right
29467,on
29468,right
29469,up
29470,stop
29471,on
29472,stop
29473,up
29474,down
29475,up
29476,off
29477,left
29478,yes
29479,right
29480,yes
29481,right
29482,go
29483,right
29484,right
29485,stop
29486,no
29487,off
29488,no
29489,go
29490,go
29491,up
29492,on
29493,go
29494,left
29495,right
29496,left
29497,stop
29498,no
29499,left
29500,go
29501,go
29502,on
29503,left
29504,down
29505,right
29506,right
29507,stop
29508,stop
29509,right
29510,right
29511,right
29512,down
29513,go
29514,stop
29515,on
29516,off
29517,no
29518,off
29519,yes
29520,right
29521,down
29522,left
29523,stop
29524,go
29525,right
29526,on
29527,on
29528,on
29529,on
29530,no
29531,left
29532,yes
29533,down
29534,on
29535,go
29536,off
29537,go
29538,up
29539,go
29540,stop
29541,yes
29542,right
29543,right
29544,go
29545,up
29546,stop
29547,go
29548,go
29549,no
29550,go
29551,left
29552,on
29553,go
29554,down
29555,off
29556,down
29557,off
29558,yes
29559,no
29560,no
29561,go
29562,stop
29563,up
29564,up
29565,off
29566,right
29567,on
29568,yes
29569,up
29570,right
29571,up
29572,stop
29573,left
29574,stop
29575,stop
29576,off
29577,yes
29578,yes
29579,stop
29580,off
29581,down
29582,up
29583,on
29584,go
29585,stop
29586,up
29587,yes
29588,yes
29589,right
29590,left
29591,stop
29592,no
29593,stop
29594,on
29595,stop
29596,right
29597,up
29598,right
29599,on
29600,right
29601,off
29602,go
29603,stop
29604,right
29605,go
29606,right
29607,left
29608,go
29609,off
29610,up
29611,up
29612,go
29613,go
29614,left
29615,on
29616,yes
29617,yes
29618,on
29619,off
29620,stop
29621,right
29622,left
29623,go
29624,on
29625,stop
29626,no
29627,stop
29628,right
29629,yes
29630,up
29631,down
29632,go
29633,right
29634,right
29635,up
29636,on
29637,up
29638,off
29639,off
29640,up
29641,stop
29642,right
29643,down
29644,right
29645,no
29646,yes
29647,left
29648,stop
29649,on
29650,right
29651,right
29652,on
29653,up
29654,go
29655,stop
29656,on
29657,off
29658,left
29659,up
29660,down
29661,go
29662,on
29663,stop
29664,down
29665,right
29666,on
29667,stop
29668,yes
29669,go
29670,up
29671,left
29672,go
29673,down
29674,no
29675,go
29676,off
29677,right
29678,right
29679,right
29680,off
29681,down
29682,yes
29683,left
29684,off
29685,yes
29686,off
29687,off
29688,right
29689,no
29690,no
29691,right
29692,left
29693,stop
29694,up
29695,right
29696,stop
29697,up
29698,up
29699,up
29700,down
29701,stop
29702,right
29703,up
29704,no
29705,up
29706,left
29707,yes
29708,off
29709,no
29710,up
29711,off
29712,go
29713,off
29714,on
29715,stop
29716,left
29717,no
29718,right
29719,yes
29720,go
29721,stop
29722,on
29723,on
29724,go
29725,no
29726,go
29727,on
29728,left
29729,stop
29730,yes
29731,off
29732,stop
29733,go
29734,yes
29735,go
29736,stop
29737,left
29738,yes
29739,on
29740,yes
29741,go
29742,up
29743,yes
29744,right
29745,down
29746,left
29747,on
29748,go
29749,up
29750,no
29751,left
29752,stop
29753,stop
29754,go
29755,left
29756,up
29757,down
29758,go
29759,go
29760,off
29761,down
29762,left
29763,up
29764,stop
29765,right
29766,yes
29767,right
29768,stop
29769,up
29770,right
29771,up
29772,left
29773,right
29774,go
29775,off
29776,up
29777,stop
29778,off
29779,left
29780,stop
29781,left
29782,stop
29783,yes
29784,right
29785,go
29786,yes
29787,up
29788,down
29789,down
29790,no
29791,up
29792,down
29793,off
29794,right
29795,yes
29796,off
29797,left
29798,up
29799,stop
29800,on
29801,right
29802,yes
29803,left
29804,up
29805,down
29806,yes
29807,off
29808,stop
29809,right
29810,off
29811,stop
29812,up
29813,down
29814,down
29815,up
29816,on
29817,on
29818,right
29819,no
29820,on
29821,left
29822,on
29823,stop
29824,yes
29825,right
29826,go
29827,no
29828,left
29829,off
29830,no
29831,left
29832,left
29833,no
29834,left
29835,stop
29836,left
29837,go
29838,on
29839,left
29840,yes
29841,on
29842,left
29843,stop
29844,go
29845,on
29846,off
29847,no
29848,yes
29849,off
29850,on
29851,up
29852,go
29853,right
29854,right
29855,down
29856,stop
29857,right
29858,down
29859,right
29860,go
29861,on
29862,stop
29863,left
29864,stop
29865,stop
29866,off
29867,up
29868,no
29869,right
29870,stop
29871,no
29872,go
29873,left
29874,up
29875,no
29876,right
29877,right
29878,go
29879,up
29880,right
29881,stop
29882,on
29883,right
29884,stop
29885,down
29886,go
29887,left
29888,stop
29889,left
29890,off
29891,go
29892,off
29893,stop
29894,no
29895,on
29896,right
29897,on
29898,up
29899,go
29900,go
29901,yes
29902,yes
29903,stop
29904,left
29905,go
29906,off
29907,left
29908,down
29909,down
29910,yes
